"Business File Number","License Type","Entity Name","Trade Name","Current License Status","Expiration Date","Facility Street Number","Facility Pre-Direction","Facility Street Name","Facility Street Type","Facility Unit Number","Facility City","Facility Zip Code"
"2010-BFN-1045517","Medical Marijuana Center","GREEN KIWI 2, LLC","LIVWELL","License Issued - Active","11/9/2019 12:00:00 AM","1660","N","PEARL","ST","","DENVER","80203"
"2014-BFN-0002346","Med Marijuana Opt Prem Cultiv","PHYSICIAN PREFERRED PRODUCTS, LLC","PHYSICIAN PREFERRED PRODUCTS, LLC","License Issued - Active","9/20/2019 12:00:00 AM","4080","N","GLOBEVILLE","RD","","DENVER","80216"
"2010-BFN-1045604","Medical Marijuana Center","BGOOD VENTURES, LLC","BGOOD","License Issued - Active","9/11/2019 12:00:00 AM","80","S","PENNSYLVANIA","ST","","DENVER","80209"
"2012-BFN-1060924","Med Marijuana Opt Prem Cultiv","BGOOD VENTURES, LLC","BGOOD","License Issued - Active","4/12/2020 12:00:00 AM","621","S","JASON","ST","","DENVER","80223"
"2012-BFN-1061346","Med Marijuana Opt Prem Cultiv","THE HERBAL CURE, LLC","","License Issued - Active","12/31/2019 12:00:00 AM","2209","S","JASON","ST","","DENVER","80223"
"2013-BFN-1069079","Retail Marij Opt. Prem. Cultiv","DGS, INC.","THE KIND ROOM","License Issued - Active","1/29/2020 12:00:00 AM","1870","S","ACOMA","ST","","DENVER","80223"
"2013-BFN-1069051","Retail Marijuana Store","NATURES CURE III, LLC","THE COLFAX POT SHOP","License Issued - Active","3/19/2020 12:00:00 AM","1500","E","COLFAX","AVE","","DENVER","80218"
"2016-BFN-0004806","Retail Marij Opt. Prem. Cultiv","SMART CARE, LLC","SMART CARE EXTRACTS","License Issued - Active","11/25/2019 12:00:00 AM","4668","N","Glencoe","","","Denver","80216"
"2018-BFN-0009059","Marijuana Transporter","INDYSPENSABLE WHOLESALE DISTRIBUTORS","IDY DISTRIBUTORS, IDY CORP","License Issued - Active","5/24/2020 12:00:00 AM","1332","S","Cherokee","St","","Denver","80223"
"2015-BFN-0006100","Med Marijuana Opt Prem Cultiv","GREEN SATIVA LLC","","License Issued - Active","10/6/2019 12:00:00 AM","3990","N","GRAPE","ST","","DENVER","80207"
"2014-BFN-0003885","Med Marijuana Inf Prod Manuf","FOCUSED LABS, LLC","","License Issued - Active","5/4/2020 12:00:00 AM","3795","N","PARIS","ST","D","DENVER","80239"
"2015-BFN-0003251","Med Marijuana Inf Prod Manuf","CG INDUSTRY, LLC","CG LABS","License Issued - Active","5/18/2020 12:00:00 AM","4902","E","SMITH","RD","A","DENVER","80216"
"2013-BFN-1065543","Medical Marijuana Center","3B-38, LLC","BUDDY BOY","License Issued - Active","9/29/2019 12:00:00 AM","4012","W","38TH","AVE","","DENVER","80212"
"2014-BFN-1070674","Med Marijuana Opt Prem Cultiv","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","License Issued - Active","3/20/2020 12:00:00 AM","866","N","NAVAJO","ST","","DENVER","80204"
"2013-BFN-1069685","Retail Marij Opt. Prem. Cultiv","JOIS, LLC","SILVER STEM FINE CANNABIS","License Issued - Active","2/18/2020 12:00:00 AM","2731","W","SHORT","PL","","DENVER","80204"
"2013-BFN-1068821","Med Marijuana Inf Prod Manuf","MARY'S MEDICINALS, LLC","","License Issued - Active","10/4/2019 12:00:00 AM","4985","N","IRONTON","ST","","DENVER","80239"
"2013-BFN-1068799","Medical Marijuana Center","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","License Issued - Active","3/10/2020 12:00:00 AM","1155","S","CHEROKEE","ST","","DENVER","80223"
"2013-BFN-1069368","Retail Marij Opt. Prem. Cultiv","HIGH COUNTRY SUPPLY LLC","COLORADO HARVEST COMPANY","License Issued - Active","1/1/2020 12:00:00 AM","1178","S","KALAMATH","ST","","DENVER","80223"
"2010-BFN-1047285","Medical Marijuana Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","7/1/2020 12:00:00 AM","1126","S","SHERIDAN","BLVD","","DENVER","80232"
"2015-BFN-0008129","Retail Marij Opt. Prem. Cultiv","NATURES CURE III LLC","THE COLFAX POT SHOP","License Issued - Active","4/21/2020 12:00:00 AM","4840","N","JACKSON","ST","","DENVER","80216"
"2016-BFN-0001382","Retail Marij Opt. Prem. Cultiv","D&D CONSULTING INC","SOUTHWEST ALTERNATIVE CARE FOX ST","License Issued - Active","4/28/2020 12:00:00 AM","1075","S","FOX","ST","","DENVER","80223"
"2016-BFN-0006933","Retail Marijuana Inf Prod Mfg","CANYON, LLC","","License Issued - Active","3/16/2020 12:00:00 AM","678","N","BRYANT","ST","","DENVER","80204"
"2010-BFN-1045759","Medical Marijuana Center","SIMPLY PURE EDIBLES COLORADO LLC","SIMPLY PURE EDIBLES","License Issued - Active","9/30/2019 12:00:00 AM","2160","S","LIPAN","ST","","DENVER","80223"
"2010-BFN-1045859","Medical Marijuana Center","RINO SUPPLY CO, INC.","","License Issued - Active","9/10/2019 12:00:00 AM","3100","","BLAKE","ST","","DENVER","80205"
"2010-BFN-1046040","Medical Marijuana Center","THE TEA POT, LLC","","License Issued - Active","4/13/2020 12:00:00 AM","2008","N","FEDERAL","BLVD","","DENVER","80211"
"2010-BFN-1045407","Medical Marijuana Center","JVJC HOLDINGS II, LLC","","License Issued - Active","9/9/2019 12:00:00 AM","105","E","7TH","AVE","","DENVER","80203"
"2016-BFN-0004789","Retail Marijuana Inf Prod Mfg","THE GIVING TREE OF DENVER, LLC","","License Issued - Active","11/9/2019 12:00:00 AM","1255","S","HURON","ST","","DENVER","80223"
"2018-BFN-0003056","Marijuana Transporter","GPS TRANSPORTATION, LLC","","License Issued - Active","8/14/2019 12:00:00 AM","2186","S","Jason","St","","Denver","80223"
"2016-BFN-0004411","Retail Marijuana Store","C.G. INDUSTRY, LLC","CROSS GENETICS","License Issued - Active","12/14/2019 12:00:00 AM","4902","E","SMITH","RD","C","DENVER","80216"
"2017-BFN-0000776","Retail Marij Opt. Prem. Cultiv","WONDERLAND EDIBLES, LTD","WONDERLAND EDIBLES","License Issued - Active","4/25/2020 12:00:00 AM","5475","N","Peoria","ST","4-109","Denver","80239"
"2014-BFN-0005218","Retail Marij Opt. Prem. Cultiv","XG PLATINUM CORPORATION","","License Issued - Active","6/10/2020 12:00:00 AM","525","N","Bryant","","","Denver","80204"
"2014-BFN-0004646","Retail Marijuana Store","GMC, LLC","GREEN MAN CANNABIS","License Issued - Active","3/6/2020 12:00:00 AM","7289","E","HAMPDEN","AVE","","DENVER","80224"
"2015-BFN-0008466","Med Marijuana Opt Prem Cultiv","RME GROUP, LLC","AFFINITY","License Issued - Active","12/30/2019 12:00:00 AM","5200","E","SMITH","RD","","DENVER","80216"
"2018-BFN-0005107","Retail Marijuana Store","MMRD LLC","","License Issued - Active","4/15/2020 12:00:00 AM","1250","N","Grant","St","","Denver","80203"
"2014-BFN-0004040","Retail Marijuana Store","LIGHTSHADE LABS, LLC","LIGHTSHADE","License Issued - Active","3/6/2020 12:00:00 AM","1126","S","SHERIDAN","BLVD","","DENVER","80232"
"2010-BFN-1045881","Medical Marijuana Center","GT VENTURES I LLC","PANDO","License Issued - Active","8/10/2019 12:00:00 AM","777","N","Canosa","","102","Denver",""
"2010-BFN-1045890","Medical Marijuana Center","LOTUS MEDICAL LLC","","License Issued - Active","12/2/2019 12:00:00 AM","1444","","WAZEE","ST","115","DENVER","80202"
"2012-BFN-1061576","Med Marijuana Opt Prem Cultiv","LOTUS MEDICAL, LLC","","License Issued - Active","7/2/2020 12:00:00 AM","4950","E","41ST","AVE","","DENVER","80216"
"2013-BFN-1069502","Retail Marijuana Store","CAREGIVERS FOR LIFE, LLC","","License Issued - Active","2/12/2020 12:00:00 AM","310","N","Saint Paul","ST","","Denver","80206"
"2013-BFN-1070079","Retail Marijuana Store","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","4/18/2020 12:00:00 AM","2215","E","MISSISSIPPI","AVE","","DENVER","80210"
"2014-BFN-1070926","Retail Marij Opt. Prem. Cultiv","REDWOOD INVESTMENT PARTNERS, LLC","BONSAI CULTIVATION","License Issued - Active","5/13/2020 12:00:00 AM","1955","S","QUINCE","ST","","DENVER","80231"
"2014-BFN-1073780","Retail Marijuana Store","HEALTH DEPOT LLC","STICKY BUDS - COLFAX","License Issued - Active","9/3/2019 12:00:00 AM","4615","E","COLFAX","AVE","","DENVER","80220"
"2010-BFN-1045610","Medical Marijuana Center","URBAN HEALTH & WELLNESS INC","URBAN DISPENSARY","License Issued - Active","8/15/2019 12:00:00 AM","2675","W","38TH","AVE","","DENVER","80211"
"2012-BFN-1060815","Med Marijuana Opt Prem Cultiv","HIGH STREET GROWERS, LLC","","License Issued - Active","1/6/2020 12:00:00 AM","4500","N","JASON","ST","","DENVER","80216"
"2013-BFN-1067498","Med Marijuana Inf Prod Manuf","RMZ, LLC","","License Issued - Active","9/18/2019 12:00:00 AM","4875","E","41ST","AVE","","DENVER","80216"
"2013-BFN-1069393","Retail Marij Opt. Prem. Cultiv","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","1/17/2020 12:00:00 AM","4525","N","IRONTON","ST","","DENVER","80239"
"2014-BFN-0002000","Med Marijuana Inf Prod Manuf","SMART CARE, LLC","SMART CARE","License Issued - Active","7/27/2019 12:00:00 AM","4696","N","GLENCOE","ST","","DENVER","80216"
"2015-BFN-0004620","Retail Marij Opt. Prem. Cultiv","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","License Issued - Active","12/7/2019 12:00:00 AM","866","N","NAVAJO","ST","","DENVER","80204"
"2015-BFN-0007863","Med Marijuana Opt Prem Cultiv","KGBI COLORADO LLC","SPARK DISPENSARY","License Issued - Active","8/29/2019 12:00:00 AM","3900","E","48th","","","Denver","80216"
"2014-BFN-0004041","Retail Marij Opt. Prem. Cultiv","MEDICALLY CORRECT LLC","INCREDIBLES","License Issued - Active","11/18/2019 12:00:00 AM","1150","W","CUSTER","PL","","DENVER","80223"
"2015-BFN-0001509","Medical Marijuana Center","WEISS & COMPANY, LLC","","License Issued - Active","11/6/2019 12:00:00 AM","3722","","Chestnut","","","Denver","80216"
"2015-BFN-0002310","Med Marijuana Inf Prod Manuf","NATURAL REMEDIES TECH, LLC","CONCENTRATE REMEDIES","License Issued - Active","9/25/2019 12:00:00 AM","4675","N","KINGSTON","ST","","DENVER","80239"
"2013-BFN-1064835","Med Marijuana Inf Prod Manuf","PEAK HOLDING GROUP, LLC","PEAK","License Issued - Active","4/23/2020 12:00:00 AM","3770","N","PARIS","ST","101","DENVER","80239"
"2013-BFN-1070424","Retail Marij Opt. Prem. Cultiv","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","License Issued - Active","10/9/2019 12:00:00 AM","3730","E","44TH","AVE","","DENVER","80216"
"2014-BFN-1074181","Retail Marij Opt. Prem. Cultiv","LIPAN GROUP LLC","","License Issued - Active","7/30/2019 12:00:00 AM","50","N","LIPAN","ST","","DENVER","80223"
"2014-BFN-0003120","Retail Marij Opt. Prem. Cultiv","DUTCH BOY, LLC","DUTCH BOY","License Issued - Active","7/23/2019 12:00:00 AM","1617","W","12TH","AVE","","DENVER","80204"
"2012-BFN-1061545","Med Marijuana Opt Prem Cultiv","HERBAL ALTERNATIVES LLC","SUNNYSIDE DISPENSARY","License Issued - Active","8/11/2019 12:00:00 AM","4755","N","LIPAN","ST","","DENVER","80211"
"2010-BFN-1045895","Medical Marijuana Center","NATURE MED, INC","KIND-MEDS","License Issued - Active","10/16/2019 12:00:00 AM","260","N","SANTA FE","DR","","DENVER","80223"
"2010-BFN-1045409","Medical Marijuana Center","METRO CANNABIS, INC.","SILVER STEM FINE CANNABIS","License Issued - Active","11/15/2019 12:00:00 AM","8151","E","COLFAX","AVE","","DENVER","80220"
"2010-BFN-1045424","Medical Marijuana Center","THE GIVING TREE OF DENVER, LLC","","License Issued - Active","12/7/2019 12:00:00 AM","2707","W","38TH","AVE","","DENVER","80211"
"2010-BFN-1045793","Medical Marijuana Center","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","License Issued - Active","9/10/2019 12:00:00 AM","6858","E","EVANS","AVE","","DENVER","80224"
"2013-BFN-1065542","Med Marijuana Opt Prem Cultiv","GREEN FIELDS, LLC","GREENFIELDS","License Issued - Active","9/24/2019 12:00:00 AM","5200","E","Smith","","120","Denver",""
"2012-BFN-1063675","Med Marijuana Inf Prod Manuf","EPMM COLORADO, LLC","EDIPURE","License Issued - Active","3/6/2020 12:00:00 AM","4880","E","41ST","AVE","","DENVER","80216"
"2012-BFN-1061755","Med Marijuana Opt Prem Cultiv","3B-UMATILLA, LLC","BUDDY BOY","License Issued - Active","6/24/2020 12:00:00 AM","777","N","UMATILLA","ST","","DENVER","80204"
"2013-BFN-1068848","Retail Marijuana Store","GT VENTURES I LLC","PANDO","License Issued - Active","1/1/2020 12:00:00 AM","777","N","CANOSA","CT","102","DENVER","80204"
"2014-BFN-1073724","Retail Marijuana Test Facility","PHYTATECH CO, LLC","","License Issued - Active","10/7/2019 12:00:00 AM","879","N","FEDERAL","BLVD","","DENVER","80204"
"2012-BFN-1060884","Med Marijuana Opt Prem Cultiv","PLATTE VALLEY DISPENSARY, LLC","PLATTE VALLEY DISPENSARY","License Issued - Active","9/16/2019 12:00:00 AM","3926","N","RACE","ST","","DENVER","80205"
"2013-BFN-1067497","Med Marijuana Inf Prod Manuf","HERBAL MEDICAL INSTITUTE LLC","DRAGON ORIGINALS","License Issued - Active","4/23/2020 12:00:00 AM","4640","N","Ironton","","","Denver","80239"
"2016-BFN-0000785","Retail Marij Opt. Prem. Cultiv","PEAK HOLDINGS GROUP, LLC","PEAK","License Issued - Active","4/21/2020 12:00:00 AM","3770","N","PARIS","ST","101","DENVER","80239"
"2014-BFN-0005083","Med Marijuana Opt Prem Cultiv","KIND PAIN MANAGEMENT INC","KIND PAIN MANAGEMENT","License Issued - Active","10/8/2019 12:00:00 AM","1001","N","Tejon","","","Denver","80204"
"2010-BFN-1045744","Medical Marijuana Center","GREEN CROSS LLC","GREEN CROSS OF CHERRY CREEK","License Issued - Active","3/8/2020 12:00:00 AM","3400","S","ONEIDA","WAY","101","DENVER","80224"
"2012-BFN-1060546","Med Marijuana Opt Prem Cultiv","OG MEDICINALS, LLC","","License Issued - Active","1/28/2020 12:00:00 AM","4995","N","LIMA","ST","","DENVER","80239"
"2012-BFN-1060557","Med Marijuana Opt Prem Cultiv","COLORADO MANAGEMENT HOLDINGS.INC","CMH","License Issued - Active","9/29/2019 12:00:00 AM","5051","E","41ST","AVE","","DENVER","80216"
"2013-BFN-1069041","Retail Marij Opt. Prem. Cultiv","CJJ SERVICES, LLC","SACRED SEED","License Issued - Active","1/9/2020 12:00:00 AM","5885","E","EVANS","AVE","","DENVER","80222"
"2013-BFN-1069081","Retail Marijuana Store","RJJ MORRISON II, LLC","NATIVE ROOTS MORRISON, NATIVE ROOTS WEST DENVER","License Issued - Active","1/15/2020 12:00:00 AM","4000","","MORRISON","RD","","DENVER","80219"
"2013-BFN-1069012","Retail Marij Opt. Prem. Cultiv","GREENER PASTURE COMPASSION CENTER, LLC","VERDE NATURAL","License Issued - Active","4/9/2020 12:00:00 AM","5000","E","41ST","AVE","","DENVER","80216"
"2015-BFN-0000239","Retail Marijuana Store","BK HOLDINGS, LLC","THE HERBAL CENTER","License Issued - Active","4/8/2020 12:00:00 AM","12005","E","37TH","AVE","","DENVER","80239"
"2010-BFN-1048491","Medical Marijuana Center","PEAK HOLDINGS GROUP, LLC","PEAK","License Issued - Active","12/18/2019 12:00:00 AM","260","N","BROADWAY","","","DENVER","80203"
"2010-BFN-1045653","Medical Marijuana Center","RME GROUP, LLC","AFFINITY","License Issued - Active","8/29/2019 12:00:00 AM","7739","E","COLFAX","AVE","","DENVER","80220"
"2013-BFN-1069656","Retail Marijuana Store","ALCC, LLC","THE DAB BY NEXT HARVEST","License Issued - Active","4/17/2020 12:00:00 AM","2748","W","ALAMEDA","AVE","","DENVER","80219"
"2012-BFN-1060569","Med Marijuana Opt Prem Cultiv","TWOG-FEDERAL, LLC","BUDDY BOY","License Issued - Active","2/13/2020 12:00:00 AM","5040","N","YORK","ST","","DENVER","80216"
"2013-BFN-1067099","Med Marijuana Opt Prem Cultiv","MILE HIGH DISPENSARY, LLC","MILE HIGH DISPENSARY","License Issued - Active","9/16/2019 12:00:00 AM","54","N","LIPAN","ST","","DENVER","80223"
"2013-BFN-1069409","Retail Marijuana Store","JS INVESTMENTS LLC","EUFLORA","License Issued - Active","3/26/2020 12:00:00 AM","403","","16TH","ST","001","DENVER","80202"
"2014-BFN-0002565","Med Marijuana Opt Prem Cultiv","BUDDIES WELLNESS LLC","LA BODEGA","License Issued - Active","12/2/2019 12:00:00 AM","5005","E","39th","","","Denver","80207"
"2018-BFN-0003724","Retail Marijuana Inf Prod Mfg","GREENWERKZ LLC","GREEN DRAGON COLORADO","License Issued - Active","9/5/2019 12:00:00 AM","830","N","Wyandot","St","","Denver","80204"
"2014-BFN-0005396","Retail Marij Opt. Prem. Cultiv","MN NETWORK, LLC","","License Issued - Active","2/11/2020 12:00:00 AM","4360","N","VINE","ST","","DENVER","80216"
"2015-BFN-0000681","Med Marijuana Opt Prem Cultiv","CANNABIS FOR HEALTH LLC","PIG N WHISTLE","License Issued - Active","4/4/2020 12:00:00 AM","155","S","PECOS","ST","","DENVER","80223"
"2012-BFN-1060947","Med Marijuana Opt Prem Cultiv","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","License Issued - Active","1/21/2020 12:00:00 AM","1885","W","DARTMOUTH","AVE","6&8","DENVER","80223"
"2013-BFN-1070171","Retail Marijuana Inf Prod Mfg","DRAGON ORIGINALS LLC","","License Issued - Active","1/29/2020 12:00:00 AM","4093","N","Jackson","ST","","Denver","80216"
"2013-BFN-1069340","Med Marijuana Inf Prod Manuf","KEEN'S GREENS EDIBLES, LLC","","License Issued - Active","1/22/2020 12:00:00 AM","1015","W","EVANS","AVE","EA","DENVER","80223"
"2014-BFN-0003139","Retail Marij Opt. Prem. Cultiv","PRIMA BRANDS LLC","PRIMA CANNABIS COMPANY","License Issued - Active","1/30/2020 12:00:00 AM","4571","N","IVY","ST","","DENVER","80216"
"2010-BFN-1046299","Medical Marijuana Center","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","License Issued - Active","9/11/2019 12:00:00 AM","2215","E","MISSISSIPPI","AVE","","DENVER","80210"
"2010-BFN-1045599","Medical Marijuana Center","COLORADO WELLNESS CENTERS LLC","LUSH","License Issued - Active","12/13/2019 12:00:00 AM","2490","W","2ND","AVE","","DENVER","80223"
"2012-BFN-1061553","Med Marijuana Opt Prem Cultiv","DOCTORS ORDERS LLC","DOCTORS ORDERS","License Issued - Active","5/2/2020 12:00:00 AM","1395","S","ACOMA","ST","","DENVER","80223"
"2013-BFN-1069234","Retail Marij Opt. Prem. Cultiv","DENCO, LLC","","License Issued - Active","1/21/2020 12:00:00 AM","4300","E","51ST","AVE","","DENVER","80216"
"2013-BFN-1070230","Retail Marijuana Store","DENVER PATIENTS GROUP, LLC","LIVWELL","License Issued - Active","3/6/2020 12:00:00 AM","2863","","LARIMER","ST","","DENVER","80205"
"2016-BFN-0004616","Retail Marijuana Inf Prod Mfg","PEORIA PARTNERS, LLC","DISTRICT EDIBLES COLORADO","License Issued - Active","10/31/2019 12:00:00 AM","5475","N","Peoria St., BLDG 2","","104-105","Denver","80239"
"2016-BFN-0007397","Retail Marijuana Inf Prod Mfg","GREENWERKZ LLC","GREEN DRAGON COLORADO","License Issued - Active","6/15/2020 12:00:00 AM","830","N","WYANDOT","ST","","DENVER","80204"
"2014-BFN-0005409","Retail Marijuana Store","WELLNESS CENTER OF THE ROCKIES, INC","","License Issued - Active","3/12/2020 12:00:00 AM","6853","","LEETSDALE","DR","","DENVER","80224"
"2015-BFN-0001723","Med Marijuana Opt Prem Cultiv","ANIMAS HERBAL WELLNESS CENTER, INC.","PROHIBITION HERB","License Issued - Active","9/23/2019 12:00:00 AM","1101","S","BANNOCK","ST","","DENVER","80223"
"2010-BFN-1045715","Medical Marijuana Center","COLORADO COLITAS, LLC","HERBAL REMEDIES","License Issued - Active","9/9/2019 12:00:00 AM","5109","W","ALAMEDA","AVE","","DENVER","80219"
"2010-BFN-1045858","Medical Marijuana Center","HG LTD","HIGHER GRADE","License Issued - Active","9/10/2019 12:00:00 AM","1269","N","ELATI","ST","","DENVER","80204"
"2012-BFN-1062564","Med Marijuana Opt Prem Cultiv","TWOG-WALNUT, LLC","BUDDY BOY","License Issued - Active","2/15/2020 12:00:00 AM","3814","","WALNUT","ST","","DENVER","80205"
"2013-BFN-1069785","Retail Marijuana Inf Prod Mfg","TR SCIENTIFIC, LLC","THE ROOT OF IT ALL","License Issued - Active","4/11/2020 12:00:00 AM","3770","N","JOLIET","ST","","DENVER","80239"
"2013-BFN-1069803","Medical Marijuana Center","LYONS FINEST CONFIDENTIAL CARE, LLC","TUMBLEWEED","License Issued - Active","1/14/2020 12:00:00 AM","11080","E","47TH","AVE","","DENVER","80239"
"2010-BFN-1045555","Medical Marijuana Center","CJJ SERVICES LLC","SACRED SEED","License Issued - Active","2/19/2020 12:00:00 AM","5885","E","EVANS","AVE","","DENVER","80222"
"2012-BFN-1060718","Med Marijuana Opt Prem Cultiv","ALLGREENS, LLC","","License Issued - Active","12/31/2019 12:00:00 AM","762","N","KALAMATH","ST","","DENVER","80204"
"2012-BFN-1061596","Med Marijuana Opt Prem Cultiv","D&D CONSULTING INC.","SOUTHWEST ALTERNATIVE CARE FOX ST","License Issued - Active","9/27/2019 12:00:00 AM","1075","S","FOX","ST","","DENVER","80223"
"2013-BFN-1069230","Retail Marijuana Store","DENCO LLC","","License Issued - Active","1/1/2020 12:00:00 AM","3480","","PARK","AVE","B","DENVER","80216"
"2013-BFN-1069170","Retail Marijuana Store","SWEETWATER PARTNERS, LLC","GOOD CHEMISTRY","License Issued - Active","1/13/2020 12:00:00 AM","1724","S","BROADWAY","","","DENVER","80210"
"2014-BFN-1073566","Retail Marij Opt. Prem. Cultiv","BIG TOE, LLC","FINE TREES","License Issued - Active","9/3/2019 12:00:00 AM","5353","N","JOLIET","ST","","DENVER","80239"
